id,text,label,Unnamed: 3
75277,The district chairman reshuffled the executive because of inefficiencies in service provision.,Mansin no ne guamutsenanyi sesaa baanodzifo no ɔnam dɛ wonntum nndzi dwuma yie ntsi,
75184,The clean water will help in the fight against waterborne diseases.,Nsu a ho tsew no bɔboa wɔ ko a otsia esuesu nyarbanyarba no ho.,
75737,The revenue authority and the forestry authority planted ten million trees.,Edwumakuw a wɔhwɛ towgyegye do no na dza wɔhwɛ kwaa do no edua ndua ɔpepe du.,
74143,He is currently pursuing a degree in engineering at the university.,Mprempren ɔritsiw mfiridwuma ho abodzin krataa wɔ suapɔn mu.,
75112,The Akan-speaking peoples began to move into what later is Ghana toward the 15th century.,Akan kasafo hyɛɛ ase kɔr bea a ekyir no wɔfrɛɛ no Ghana mfeha duenum mber mu.,
74370,Many people were separated from their families during the lockdown.,Wɔtsetsew nyimpa pii fi hɔn ebusua ho wɔ lockdown ber no mu.,
74010,Being affiliated means being attached to someone or something,Dɛ eka ho kyerɛdɛ ebata obi anaa biribi ho.,
95172,"Some of the deadly things are their sharp teeth, their claws and their hard leg skin.""","Ndzɛmba a odzi ewu no bi nye ma hɔn  ano yɛ ndam, hɔn nsatsea na hɔn nan awerɛba a ɔyɛ dzen.'’",
75839,"The theme of the next conference is to build on the ongoing International and National effort aimed at recognizing , inspiring and shining a light on the Teachers in Ghana.","Nhyiamu a odzi hɔ no n'adwempɔw no nye dɛ ɔbɔtoa ɔman no na amanaman ahokeka a ɔhwɛ dɛ obohu Akyerɛkyerɛfo a wɔwɔ Ghana, wɔahyɛ hɔn nkuran na ɔdze kan bi ato hɔn do a ɔrokɔ do no do.",
74582,"Officers came to the rescue of their fellow officers, while the fire brigade arrived very late.","Asomfo mpanyimfo no gyee hɔn nyɛnko asomfo no,ber a odumgyafo kuw no dur hɔ ekyir koraa no.",
74866,"She approached the problem with a rational mindset, carefully analyzing the facts before making a decision. Society would be so much better off if everyone did the same, instead of alwasy hastily coming to conclusions.","Ɔsɔɔw ɔhaw no ano badwemba mu too no bo pɛnsaapɛnsaa nokwar no mu ansaana ɔdze no nsusui roto gua. Sɛ obiara yɛ dɛm a, hɛn man bɛyɛ yie kyɛn dɛ yɛbɛpɛ ntsɛm ebua atsɛn.",
96096,Modernization and new technologies have caused these practices to be abandoned.,Abaɛforsɛm na mfir afofor ama woegyaa ndzeyɛɛ yinom egu.,
96532,"In Akan tradition, the Queenmother holds a significant role in the reign of the Kingdom.","Akan amambra mu no, ɔhembaa dzi dwumason wɔ Ahemkurow no n'amambu mu.",
95448,These days are holy so they don't joke with it at all.,Dɛm nda no yɛ krɔkrɔn ntsi wonndzi ho agor koraa.,
95236,"Although the Angel TV station did not mention the school's name in the news but, some students fainted when they were thirty minutes late and were denied access to the exams hall.","Ɔwɔ mu dɛ Angel TV ammbɔ skuul ne dzin wɔ amanzɛɛbɔ no mu dze, naaso esuafo binom twaa hwee wɔ ber sima eduasa tsiaa hɔn na wɔamma hɔn kwan ma woennwura nsɔhwɛ dan no mu no.",
94875,A farmer named Stephen Beyuo always laments that his worst nightmare in farming is to finish the crop and not have enough money to take it because of the road.,Okuafo bi a wɔfrɛ no Stephen Beyuo dzi awerɛhow ber nyina dɛ nye daaso bɔn sen biara wɔ kuayɛ mu na dɛ obowiei ndɔbaa no na onnya sika a ɔdɔɔso a ɔdze bɛfa esian ɔkwan no ntsi.,
94521,"When it is done, we will grind the bones of the country, and arrange them well in the refrigerator for slow cooking.","Sɛ yewie a, yɛ benyam ɔman no mdompe, na y'ahyehyɛ no yie wɔ frigye mu ama y'enoa edziban bɔkɔɔ.","Sɛ yewie a, yɛbɛnyam ɔman no mdompe, na yɛahyehyɛ no yie wɔ frigye mu ama yɛanoa edziban no yie"
76067,Those below the age of eighteen should avoid engaging in crime.,Hɔn a wonndur afe duawɔtwe no otwar dɛ wokwetsir dɛ wɔdze hɔnho bɛhyehyɛ ndzebɔn mu.,
95964,"The Akans use their eyes to communicate, as they may roll their eyeballs to show disapproval or make an insulting gesture with their eyes; they may also tell someone to cease what they're doing with a gesture of the eye.",Akanfo dze hɔn enyi kasa ber a worihima hɔn ntɔn dze rekyerɛ dɛ wɔagye biribi ato mu anaa wɔdze reyeyaw obi. Yetum so kyerɛ obi ntwa dwumadzi bi a ɔrokɔ do no do,
95480,"This cloth represents treasure, royalty, honourable.","Tam no gyina hɔ ma akoradze, adehyedze, enyimnyamdze.",
94790,"So if you see one like this, don't worry too much, but see your doctor about it, and find out your status.","Entsi sɛ ehu kor tse dɛ iyi a, ma ɔnhaw wo pii, na mbom kɔ wo dɔkta nkyɛn wɔ ho, na hu wo tsebew.",
96024,"A family-owned land is not restricted to any member of that family, and therefore every member can farm on any part of the land.","Wɔmmpam nkorɔfo mmfi ebusua asaase ho, na mbom obusuanyi biara tum yɛ haban wɔ do",
74575,Nowadays the number of single mothers in the country has risen.,Seseiara dze maamenom a wonnyi kunnom dodow wɔ ɔman yi mu no akɔ sor.,
95962,"Additionally, if a person bows to elders or positions their hands at their backs when speaking to elders, it communicates to the elders that the person is very respectful.","Sɛ obi dze ne nsa gu n’ekyir bɔ no mu adze ber a orikyia panyin a, ɔkyerɛ panyin no dɛ nyimpa  no bu adze",
95477,"This kente represent demoncracy, and it is a warning against authocracy.","Dɛm kente no gyina hɔ ma kabi-ma-menka-bi, na ɔyɛ kɔkɔbɔ tsia tumdzi aban ho.",
74523,Mother wants her sister to come and live with us. She promised never to go back to their house. Parents must love their children.,Maame no pɛ dɛ ne nua basia no ba na ɔnye hɛn bɛtsena. Ɔhyɛɛ bɔ dɛ ɔrennsan nnkɔ hɔn fie hɔ bio. Ɔsɛ dɛ awofo dɔ hɔn mba.,
96416,"In the old days, however, our ancestors used to go into the woods late at night with a lamp in search of ants because that was the time when ants often came out to eat.","Tsetsebaa do no, eso, nna hɛn ewuakɔr dze kandzea kɔ nyena mu anadwe esuom bɔhwehwɛ ntsɛtseba osiandɛ dɛm ber no na ntsɛtseba no pue kedzidzi.",
94303,"These five behaviors and many more happen after our meals that are harmful to our health, but because we don't know them, we are often very good.","Dɛm suban enum yi na beberee a ɔkeka ho a osi wɔ hɛn edzidzi ekyir no na ɔhaw hɛn apɔwmudzen, naaso osiandɛ yennyim hɔn ntsi, yɛfa no dɛ oye ara ma hɛn.",
74393,Many youths have picked an interest in politics this time,Mbabun pii apaw amanyɔsɛm ho enyigye saa ber yi,
76069,Those who part in gender violence will be arrested and charged.,Hɔn a wɔka mbaayɛ/mbarimbayɛ mu atseetsee ho no wɔbɛkyer hɔn na wɔabɔ hɔn kaw.,
95600,"Because of this, if the two of them go for a test and one genotype AA, and the other has genotype AS, it means two of their children will have AA(no defects), and two of them will have AS( partial defects).","Ɔnam iyi ntsi,  sɛ hɔn ebien kɛyɛ nhwehwɛmu na kor ne gyɛnotaapo yɛ AA, na kor so dze yɛ AS a, hɔn mba beenu nyina benya AA(ɔhaw biara nnka ho), na beenu so benya AS(ɔhaw fa).",
74338,Malaria is one of the top killer diseases in African,Malaria yɛ nyarba horow kor a okum nyimpa kɛse wɔ Afrika,
74907,She was often seen as naïve by her peers. This was due to her being too trusting and also inexperienced.,N'anyɛnkofo taa hu no dɛ ɔyɛ mberɛw. Iyi ne siantsir nye dɛ ɔgye nkorɔfo dzi dodow na onnyi suahu dodow.,
74976,Some people received less money compared to the destruction they got.,Nkorɔfo binom gyee sika ketseketse bi kyɛn hɔn ndzɛmba a ɔsɛe no.,
74819,Rising water levels have resulted in floods on the shores of Lake Victoria.,Nsu a wɔama hɔn ho do no dze nsuyir aba Lake Victoria ano.,
73823,A mother's brother was the legal guardian of her children. The father on the other hand had fewer legal responsibilities for his children with the exception of ensuring their well-being.,Maame bi no nuabanyin na mbra ma ho kwan dɛ ɔhwɛ ne mba. Egya no wɔ mbra ho kwan kuma bi wɔ mbofra no ho gyedɛ dza ɔfa mbofra no hɔn yiedzi ho.,
95423,"Another problem is that, social media has made youth disrespectful.","Ɔhaw kor so nye dɛ, sohyial midia ama mbabun mmbu adze.",
74816,Retirement age for civil servants has been cut from sixty to fifty.,Wɔatsew mfe a aban mu edwumayɛfo dze kɔ ahomgyee mu no do efi mfe eduosia aba eduonum mu.,
75953,There is a need to employ more doctors in the village health centre.,Ohia dɛ wɔfa adatserfo dodow edwuma mu wɔ nkurase asopitsi.,
94460,"It also causes the arteries to narrow, increasing the heart's ability to pump blood through the arteries.","Ɔsanso ma ntsin no fɔn, ma ɔtɔ akoma no kwanho dɛ ɔbɔ pɔmpe mbogya no wɔ ntsin no mu.","Ɔsan so ma ntsin no fɔn, ma ɔtɔ akoma no kwan ho dɛ ɔbɔpɔmpe mbɔgya no wɔ ntsin no mu."
74306,Local leaders have the power to mobilise members of the community.,Apaamu hɔ baanodzifo wɔ tumi a wɔdze bɔboaboa apaamu hɔfo ano.,
94956,"He explained that, she had the Togo visa through this.","Ɔkyerɛkyerɛɛ mu dɛ, na ɔwɔ Togo visa ɔnam iyi do.",
95629,"If any of them face the earth, there will be so many effects.","Sɛ hɔn mu bi nye asaase dzi ehyia a, nsunsuando pii bɛba.",
74215,"It does not hurt to be helpful to others. Whenever it is necessary, and you can afford to do so, do not hesitate to lend a helping hand to those around you. It might just be the boost someone needed to get back on track.","Ɔnnyɛ yaw dɛ wobɔboa afofor. Ber biara a ɔho behia, na wubotum etua ho ka no, ntweɔntweɔn wo nan ase dɛ wobɔboa hɔn a wɔatwa wo ho ehyia no. Ebia ɔbɛyɛ nkɔdo a obi hia na ama wetum asan akɔ nye kwan do ara kwa.",
95376,"A family whose lineage is from one mother is called a ""blood family"" and these families have blood relationships.","Ebusua a hɔn ase fi na kor nye ""bɔgya ebusua"" na dɛm ebusua yinom wɔ bɔgya nkitahodzi.",
73967,Armyworms are some of the pests in the garden.,Nsunsumakuw yɛ mbowa a wɔsɛɛ ndɔbaa wɔ efuw mu.,
74887,She narrowly escaped death when his drunk husband beat him up.,"Ber a no kun a nna ɔabow boor no no, nkyɛ ɔreyɛ ewu.",
74537,My boss asked some of us to work from home to avoid crowding at the office.,M'edwuma mu panyin kaa kyerɛɛ hɛn mu bi dɛ yɛnyɛ edwuma wɔ fie amma edwuma mu hɔ annkyer.,
75717,The primary symptoms of cholera are profuse diarrhea and vomiting of clear fluid.,Kɔlɛra ne nsɛnkyerɛdze tsitsir nye ayamutue dzendzen na fe nsunsu.,
95019,"Yesterday's news which was trending was the United Kingdom Queen, Queen Elizabeth II.","Ndeda nsɛm a nna agye ntsin no fa United Kingdom Ɔhembaa, Queen Elizabeth II ho.",
94774,Tobacco: Tobacco can also cause various cancers including breast cancer.,Towa: Towa nso botum dze kokoram yarba ahorow aba a nufu mu kokoram yarba ka ho.,
75204,The company wrote an official letter to the president inviting him for its launch.,Edwumakuw no kyerɛɛw krataa dze too frɛɛ ɔmanpanyin dɛ wonkedzidzi,
95972,"Now, let us consider some cloths (the symbols in cloths).","Siesei, hom ma yɛnhwɛ atam binom hɔn mu nsɛnkyerɛndze",
94867,They also issued a reminder that they will be well advised in the upcoming elections,Wɔsan nso dze nkaadze bi maa dɛ wɔbɔtu hɔn fo yie wɔ ambatow a ɔreba no mu,
94694,This led to the police searching for the mother and arresting her.,Iyi ma polisifo hwehwɛɛ ɛnã no na wɔkyeer no.,Iyi ma polisifo hwehwɛɛ maame no na wɔkyeer no.
74416,Media is one of the channers for creating awareness to the public.,Dawurbɔ bia yɛ akwan a wɔfa do ma ɔmanfo iruhu kor.,channels of channers
74821,River Pra is a source of water to people around those areas.,Esutsen Pra yɛ nsu a nkorɔfo a wɔwɔ n'apaamu hɔ no dze yɛ hɔn adze.,
95517,The Akans do not celebrate festival if nothing happens.,Akanfo nndzi afahyɛ sɛ biribiara ennsi a.,
95865,"Kente comes in variety, every design has a particular idea behind it.","Kente ba ahorow pii, a no mu biara wɔ adwen pɔtsee bi taa ekyir",
96175,"His words that show how much he loved and had a positive attitude towards the country of Ghana were:""Ghana is our country.","Nna ne nsɛm a ɔkyerɛ mbrɛ nna osi dɔ na ɔwɔ adwen pa na su pa ma Ghana nye ""Ghana yɛ hɛn man.",
73892,"After saving some money, he started selling sandals.","Osiee sika kakra ekyir wiei no, ɔhyɛɛ ase tontɔɔn mpaboa.",
75824,The teachers management system was created by the University of Ghana's Software Engineering Student,University of Ghana Software Engineering osuanyi na ɔyɛɛ akyerɛkyerɛfo nhwɛdo prama no.,
96030,"Even when one of those sharing the boundary uproots it, it grows again.","Mpo sɛ nyia ɔnye no bɔ hye no tutu a, ɔsan fifir bio.",
96660,"In his explanation, President Kufuor's regime he was able to do it with Nigeria, Sahara lifting for us and you could have supply credit lines and a fixed price that you could bank on and it is a very similar arrangement that has already commenced","Ne nkyerɛmu mu no, Ɔmampanyin Kufuor n'aber do no otumii nye Nigeria, Sahara yii fii hɛn do na wɔwɔ kwan a wɔfa do dze fɛm na bo pɔtsee bi so yebotum atɔ na dɛm nhyehyɛɛ yi ara na ahyɛ ase no.",
96106,It would interest you to know that they might not even know the names of these cloths.,Ɔbɛyɛ enyika dɛ ibohu dɛ ebia wonnyim ayam yinom edzin mpo.,
96463,"Some of the gifts presented to the young lady include cloth, footwear, dresses, cooking utensils, buckets, earrings, necklaces, beads, plates, food, and other essential materials that a lady can use in her married life.","Akyɛdze a wɔdze brɛ akataasia no bi nye tam, mpaboa, ntar, ndzɛmba a wɔdze noa edziban, bokitsi, asomuadze, akɔnmuadze, ahondze, mprɛtse, edziban na ndzɛmba a ɔbaa botum dze edzi dwuma wɔ n'awar mu.",
73906,Akosua fought for women's rights in that region.,Akosua koe maa mbaa  hɔn fahodzi wɔ ne mantɔw mu.,
76232,"With the north under British control, the three territories of the Gold Coast—the Colony (the coastal regions), Ashanti, and the Northern Territories—became, for all practical purposes, a single political unit, or crown colony, known as the Gold Coast.","Etsifi afamufo no bɛhyɛɛ Britainfo ase no, Sika Mpoano n'asaase nkyɛmu ebiasa no - hɔn a wɔahyɛ hɔn do (mpoano afamufo no), Esuantse, na Etsifi do mbewdo - bɛyɛɛ amanyɛsɛm nhyehyɛɛ kor anaa Ngyiresi Hembaa ne nhyɛdo nkurow no kor, a wɔfrɛ no Sika Mpoano, mbrɛ ɔbɛyɛ a dwumadzi bɔkɔ do ntsi.",
75726,The project has currently begun in Pusiga District as well and has simplified people's access to education services.,Dwumadzi no ahyɛ ase sesei wɔ Pusiga mansin no mu so na ɔama nwomasua ho akwannya ayɛ mberɛw.,
76235,"Without a police station in an area, there is a possibility of crime increasing.","Aporisifo atsenaebea nnyi sɔn no mu a, ɔyɛ dɛn ara a bɔndzi bɔkɔ sor.",
73956,Appeals are decided by paners of three judges.,Wɔayɛ apiil ama ntsɛmboafo ebaasa.,
75164,"The child got lost when she went looking for her dog in the garden, experiencing a moment of separation and confusion.","Abofra no yewee ber a ɔkɔree dɛ ɔrokɔhwehwɛ no bɔdɔm wɔ ture no mu no, refa mpaapaamu na basabasayɛ mber mu.",
76048,"This force had formerly been deployed to quell internal dissent, and occasionally to fight in wars: most recently, in World War II, against the Japanese in India and Burma.","Wɔdze dɛm bambɔfo yi baa dɛ wɔnhwɛ nsiw hwihwinnhwi a ɔwɔ kuw no mu, na ɔtɔfabi so a woedzi ako wɔ ɔko mu: ndansa yi ara, Amansuon Ko II mu no, dze tsiaa Japanfo a nna wɔwɔ India na Burma.",
74283,Living harmoniously with others brings a sense of peace and tranquility.,"Sɛ wo nye afofor tsena ase wɔ koryɛ mu a, ɔma wonya asomdwee na ahotɔ.",
96501,"The trader further explained, ""We have been resorting to these actions for a long time, but it seems like it hasn't brought the desired results. Continuing to close our shops may not yield any positive outcomes for us.""","Oguadzinyi no kɔr do kyerɛkyerɛ mu dɛ, ""yɛdze hɛnho ato dɛm ndzeyɛɛ yi do mber tsentsen, naaso ɔyɛ dɛ nsunsuando a yɛrohwehwɛ no hɛn nsa nkae. Yɛkɔ do tow hɛn fiadze no mu a ɔremma hɛn mfaso papa biara.",
95826,"He said that they do not accept that he is not guilty; however, those who leveled the allegations against him have failed to prove his guilt with evidence.",Ɔkaa dɛ wɔnngye nntomu dɛ  onnyim nsɛm no ho hwee; Mbom hɔn a wɔdze nsɛm no too no do no enntum annkyerɛ dɛ odzi fɔ,
94909,"For this reason, we are going to look at some of the ancient customs and traditions that we have abandoned today, and the benefits they derived from them.","Siantsir yi ntsi, yɛrebɔhwɛ tsetse amambra na atsetsesɛm a yɛagyae ndɛ no bi, na mfaso a wonya fii mu.",
94441,"The Secretary General of the agency, Sampson Asaki Awingobit, in his speech on the 2013-2014 program on Gospel FM, made a revelation.","Ɔkyerɛkyerɛfo panyin mã dɛm kuw yi, ɔyɛ Sampson Asaki Awingobit,  wɔne kasaa mu wɔ 2013-2014 dwumadzi no wɔ Gospel FM, da yikyerɛ edzi.",good
96545,"Nkrabeah Effah Dartey serving as the counsel for Aisha Huang as of October 11, 2022, Lawyer Alfred Tuah Yeboah, who is representing the state, stated that all the necessary documents to aid in the prosecution are ready.","Nkrabeah Effa Dartey yɛɛ Aisha Huang no fotufo wɔ Ɔbɛsɛ 11, 2022, Mbranyimfo Alfred Tuah Yeboah, ɔno na ogyina mu ma ɔman no, kaa dɛ nkrataa a no ho hia a wɔdze bɔbɔ no kwaadu nyinara ayɛ krado.",
96633,"When the speaker is done asking the question, then the listeners will think about it and answer. Do you know the answer to this riddle? If you know the answer, well done. If you don't know the answer, it is fire","Sɛ ɔkasafo no bisa n'asɛm no wie a, nna etsiefo no so adwen ho na wɔama no ebuae. Inyim dɛm ebisaa yi ne nyiano? Sɛ inyim mbuae/nyiano no a, ayɛ adze. Inyim mbuae/nyiano no so a, ɔyɛ ogya.",
75889,The white rhinos were a source of identity for the region.,Nna hwendobɛn fufuw no yɛ ahyɛnsewdze ma mantɔw no .,
74023,Border towns are seen as coronavirus hot spots in Ghana,"Mansin a wɔda hye ano no , wohu hɔn dɛ hɔ na corona yarba no yɛɛ kɛse wɔ hɔ wɔ Ghana.",
95298,"This clearly shows that it has effect on the several news they write, and how they use it on the internet.","Iyi da edzi pefee dɛ ɔwɔ nsunsuando wɔ nsɛm pii a wɔkyerɛw, na mbrɛ wɔdze dzi dwuma wɔ intanɛt  no do.",
95331,"He used the opportunity to informed the cocoa farmers that, "" you should abstain from the selling of cocoa farms to the galamsey people and the children you have turned as hawkers on your farmlands.","Ɔdze dɛm akwanya yi maa kokoo ekuafo no tsee hɔnho ase dɛ, "" ɔwɔ dɛ wogyaa dɛ wɔbɔtɔn hɔn kokoo nhaban no bɛma galamseyfo na mboframba a wɔadan paa dzifo wɔ nhaban mu no"".",
95783,The president went on to say that the results of the final examination conducted in 2022 were the best in the past 8 years.,Ɔmanpanyin kɔr do kaa dɛ 2022 esuafo hɔn nsɔhwɛ a otwa tun no ho nsumsuando no ye papaapa kyɛn dza abɛsen kɔr wɔ mfe awɔtwe ntamu no,
75279,The district committee plans to raise teacher's salaries next financial year.,Mansin no n’ abeguakuwfo no ahyehyɛ dɛ wɔbɔto akyerɛkyerɛfo hɔn akatua mu wɔ afe a ɔreba no mu,
73894,After the car accident he could no longer walk.,"Kaar akwanhyia no ekyir no,  oenntum anantsew bio.",
96031,"Sometimes, they use big trees like the oak to create these boundaries.",Ɔtɔfa bi a wɔdze dua akɛse bi tse dɛ oak naw ɔdze yɛ hye no,
95105,They played with a team called the RC Kadiogo team.,Wɔnye bɔɔlbɔ kuw a wɔfrɛ hɔn RC Kadiogo na wɔbɔe.,
75643,"The opposition was not satisfied with the plan for independence, and demanded that power be devolved to the regions. Discussions took place through late 1956 and into 1957.","Amanyɛkuw a wodzii mabatow no mu nkogu no ammpɛ fahodzi ho nhyehyɛɛ, na wɔpeer dɛ wongyaa tum no mma Mantɔw ahorow no. Dɛm nkɔmbɔtwetwe yi kɔr do fi afe 1956 n'ewiei no araa dze wuraa afe 1957 mu.",
95464,"I believe as we moving along, we will know many arts of kente types.","Migye dzi dɛ dɛ mbrɛ yɛrokɔ enyim no, yebohu edwindze ahorow a wɔwɔ kente ahorow mu.",
74339,Malaria is treated with antimalarial medications; the ones used depends on the type and severity of the disease.,Wɔdze ndur a ekum papu (Malaria) na ɔsa papu; hɔn a wɔdze dzi dwuma no gyina yar pɔtsen na wɔdza emu yɛ dzen do.,
75143,The catholic church will provide gloves to the priests amidst the Ebola outbreak.,Roman asɔr no dze nsahyɛdze bɛma asɔfo no Ebola ne nsii ntamu no.,
94957,He continued to explain that because of the relationship between Aisha Huang and some prominent people in government that has given her the chance to mine illegally.,Ɔkɔɔ do kyerɛkyerɛɛ mu dɛ osian ebusuabɔ a ɔda Aisha Huang na nyimpa etsitsir bi a wɔwɔ aban mu ntsam a ama wanya hokwan etu fam egudze wɔ ɔkwan a mbra mma ho kwan do ntsi.,
95727,They do these to teach the child good life.,Wɔyɛ iyi dze kyerɛ abofra no abrabɔ pa,
74828,Robbers of late tend to kill the ones they have robbed.,Ndansa yi ewifo no taa kum hɔn a wowia hɔn no.,
74628,"Oral tradition has it that they lived under a wicked king, Togbe Agorkoli ( Agor Akorli), and in order to escape his tyrannical rule they had to create a hole in the mud wall that surrounded their town.","Anokasadwin kyerɛ dɛ nna wɔhyɛ ɔhen tsirmɔdzenyi Togbe Agorkoli(Agor Akorli) ase, na dɛ mbrɛ wobotum eguan efi ne nanase ntsi, wɔbɔɔ amona too hɔn kurow no mu.",
95610,"Because you don't know that is why you have to take a good decision, so that you don't bring a child to this world and cause he/she pains.","Osiandɛ innyim ntsi na ɔwɔ dɛ edwendwen ho yie, amma ammfa abofraba ammba wiadze yi mu na mma no mmbrɛ.",
94632,"Let us treat our children as our precious possessions, even if we peg someone, we leave the one we trust so well.","Homma yɛmfa hɛn mba nnyi dɛ hɛn egyapadze a ɔsom bo, sɛ yɛdze obi ka ho mpo a, yegyae dza yɛwɔ mu gyedzi kɛse no.",good
96541,"Queenmothers who who ascended onto the throne in Ashanti Kingdom from it's inception are as follows: Nana Nyaako Kusiamoa (1701 - 1722), Nana Nkatia Abamo (1722 - 1740), Nana Akua Afriyie (1740 - 1768), Nana Konadu Yiadom I (1768 - 1809), Nana Akosua Adoma (1809 - 1819), Nana Amma Serwaa I (1819 - 1928), Nana Yaa Dufie (1828 - 1836), Nana Afia Sarpong (1836 - 1857), Nana Afia Kobi I (1857 - 1880), Nana Yaa Akyaa (1880 - 1917), Nana Konadu Yiadom II (1917 - 1945), Nana Amma Serwaa Nyarko II (1945 - 1977), Nana Afia Kobi Serwaa Ampem (1977 - 2016), Nana Konadu Yiadom III (2016 - present)","Abaahembaa a wɔtoow ahengua wɔ Esuantse Ahenkurow fitsi n'ahyɛse no na wɔka do yi: Nana Nyaako Kusiamoa (1701-1722), Nana Nkatia Anamon (1722-1740), Nana Akua Afriyie (1740-1768), Nana Kunadu Yiadom I (1968-1809), Nana Akosua Asoma (1809-1819), Nana Ama Serwaa I (1819-1828), Nana Yaa Dufie (1828-1836), Nana Agua Sarpong (1836-1857), Nana Agua Kobi I (1857-1880), Nana Yaa Akyaa (1880-1917), Nana Konadu Yiadom II (1917-1945), Nana Ama Serwaa Nyarko II (1945-1977), Nana Agua Kobi Serwaa Ampem (1977-2016), Nana Konadu Yiadom III (2016 - seseiara)",
74548,"My mom has delicate hands. That's why I don't like it when she works too much during family gatherings. At the end of the day, everyone would just go back to their homes with their perfect hands, and leave her to struggle with the pain in hers.","Me maame ne nsa mu nnyɛ dzen. Ɔno ntsi na m’enyi nngye ho dɛ ɔbɛyɛ edwuma dodow wɔ ebusua nhyiamu ase no. Obowie ase no, na obiara dze no ho tɔtrotɔ asan kɔ ne fie, na woegyaa no nkotsee ma ɔreberɛ.",
74492,More garbage trucks are needed to collect garbage in areas where there are many people.,Wura lɔre pii ho hia ama woetum dze aboaboa wura ano wɔ beebi a nyimpa pii wɔ hɔ.,
94482,2.Secondary blood pressure - This is also the least common of the two.,Sekendari mbogya mbordo - iyi so nye ma ɔnyɛ nã wɔ ebien yi mu.,good
94426,Mr Tetteh said the initiative is internationally recognized and will help the foreigners in their livelihoods.,Owura Tetteh kadɛ dɛm adwen amanaman nyina agye atomu na ɔbɔboa ahɔho asetena.,good
96649,He thinks that this is the time that all Ghanaians have to realize that we need to shift away from imported products,Ɔdwen dɛ iyi nye ber a Ghanafo nyinara otwar dɛ hɔn enyi ba hɔnho do dɛ ɔwɔ dɛ yɛtwe hɛnho fi ndzɛmba a wɔkra ba ɔman yi mu do.,
74374,Many samples were taken from the border points.,Wɔfaa nhwɛdodze pii fii mbea a ɔwɔ n’ahe no do.,
95594,"All the mention genotypes have what it presents, so the definition of them will show if they can be united in marriage or not.","Gyɛnotaapo ahorow nyina wɔ biribi a wogyina hɔ ma, ntsi hɔn nkyerɛasee no bɛkyerɛ dɛ wobotum ayɛ kor wɔ awar anaa ɔnnyɛ kor.",
75016,Sometimes the best way to learn is by dividing into a practical project.,"Ɔtɔ fa bi a, kwan pa a ɔwɔ dɛ isua adze nye dɛ ebɛkyɛ mu akɔ dwumadzi mu.",
96617,"4. Aso: In the game, ladies enjoy it the most and actively participate in its gameplay. They formed a semi circle, they jump over one of them being male","4. Aso: Dɛm agor yi mu no, mbasiafo taa dze gye hɔn enyi papaapa na wɔdze hɔnho hyɛ agor no ne ndzii mu papaapa. Wotwa hankrafa, na wohuruw tra hɔn mu kor a ɔtaa yɛ banyin.",
96613,"Because of their passion for games, the Akans have crafted various proverbs to express their sentiments about the importance of play and competition","Osian hɛn enyigye a wɔwɔ wɔ agodzi ho ntsi, Akanfo ahyehyɛ bɛ dze kyerɛ hɔn enyigye a wɔwɔ no wɔ agodzi na akansi ho.",
74090,"Diabetes, or high blood sugar, also is an area of concern for Africans.",Esikyire yarba anaa mbɔgya mbordo so yɛ yarba kor a Ebibifo enyi hɔ ho.,
74600,Once defeated one should accept and move on with their work.,"Sɛ nkogu ba a, otwar dɛ yɛgye to mu na yɛtoa hɛn edwuma do.",
95035,"Investigations shows that, her son Prince Charles is the King of the country now.","Nhwehwɛmu kyerɛ dɛ, ne ba banyin  Prince Charles na ɔyɛ Ɔhen wɔ ɔman no mu seseiara.",
74046,Building a new structure will destroy the environment.,Dɛ ibesi dan fofor no bɛsɛɛ atsenae no.,
94436,This gentleman has represented this lady in the earlier charges of galamsey against her in all the high courts.,Mbanyin no egyina ama ne basia no wɔ kwaadu a wosikan bɔno no fã galamsey ho wɔ asɛndzibea kɛse no mu.,Dɛm banyin yi egyina ama dɛm basia yi wɔ kwaadu a wɔdze abɔ no fã galamsey ho wɔ asɛndzibea kɛse no mu.
74321,Maintaining social distance is one way of preventing the transmission of the coronavirus and protecting public health.,Nyimpa ntam kwan a wɔbɔkɔ do ekura mu no yɛ ɔkwan kor a wɔfa do siw coronavirus yar no ano na wɔbɔ ɔmanf akwahosan ho ban.,
95413,"As everything has negativity, so as social media can hurt people who work with it in so many ways.","Dɛ mbrɛ adze biara wɔ adze bɔn wɔ ho no, dɛmara na sohyial midia so botum ahaw nkorɔfo a wɔdze dzi dwuma wɔ akwan ahorow do.",
95825,"However, the Finance Minister who was on trial pleaded not guilty to the charges leveled against him; these charges being the reason why they have motioned a vote of no censure against him.",Mbom nna wɔrosɔ soɛfo a ɔhwɛ sikasɛm do a wɔdze  nsɛm ɔnnyɛ nokwar ato no do no ahwɛ;  Dɛm nsɛm a wɔdze ato no do no na ɔyɛ siantsir oesusu dɛ wɔnnkɔtow aba biara a gyedzi nnyi mu ntsia no,
96664,"This arrangement, if successful is expected to put some stability to the escalation of the fuel prices in the country","Dɛm nhyehyɛɛ yi, sɛ ɔyɛ edwuma a yɛwɔ enyisun dɛ obotum ama fangoo no bo a ɔrokɔ sor no egyina kakra wɔ ɔman no mu.",
